Document,Name,Tag,Year,NER,Date
29_2004,George W. Bush,PERSON,2004.0,Baathists,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraqi,30 Sep 2004
,George W. Bush,LOCATION,2004.0,train,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Arab,30 Sep 2004
,George W. Bush,LOCATION,2004.0,democracy,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,every day,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,January,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,British,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Tony Blair,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,90 percent,30 Sep 2004
,Jim Lehrer,NATIONALITY,2004.0,Iraq,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Muslim,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Ronald Reagan,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Osama bin Laden,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Iraq,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Osama bin Laden,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,the spring of 2003,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,commander,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Osama bin Laden,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraq,30 Sep 2004
,George W. Bush,LOCATION,2004.0,the fall of 2002,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Osama bin Laden,30 Sep 2004
,George W. Bush,LOCATION,2004.0,future,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraq,30 Sep 2004
,Jim Lehrer,NATIONALITY,2004.0,Iraq,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,North Carolina,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Bryan,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Al Qaida,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Saddam Hussein,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Missy,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Missy Johnson,30 Sep 2004
,George W. Bush,LOCATION,2004.0,PJ,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Afghanistan,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Jim,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraq,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Charlotte,30 Sep 2004
,John F. Kerry,ORGANIZATION,2004.0,Iraq,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Secretary of State,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Israel,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,U.S.,30 Sep 2004
,John F. Kerry,ORGANIZATION,2004.0,Iraqis,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,six months,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Arab,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,United States of America,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Prime Minister,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,leader,30 Sep 2004
,George W. Bush,LOCATION,2004.0,leader,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Allawi,30 Sep 2004
,George W. Bush,RELIGION,2004.0,25 million,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Prime Minister,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Allawi,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Prime Minister,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Afghanistan,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,Iraq,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,2000,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Iraq,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,the day,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Libya,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Jim,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Iraq,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Saddam Hussein,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Osama bin Laden,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,60,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,U.N.,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Iraq,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,"1,000",30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Osama bin Laden,30 Sep 2004
,John F. Kerry,ORGANIZATION,2004.0,10,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Army,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Iraq,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,North Korea,30 Sep 2004
29_2004,Jim Lehrer,PERSON,2004.0,United States of America,30 Sep 2004
29_2004,Jim Lehrer,PERSON,2004.0,Paris,30 Sep 2004
29_2004,Jim Lehrer,PERSON,2004.0,Cuba,30 Sep 2004
,Jim Lehrer,ORGANIZATION,2004.0,secretary of state,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,secretary of state,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,DeGaulle,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,United States of America,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,Iran,30 Sep 2004
,Jim Lehrer,NATIONALITY,2004.0,Kennedy,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,The Hague,30 Sep 2004
,George W. Bush,LOCATION,2004.0,International Criminal Court,30 Sep 2004
,George W. Bush,LOCATION,2004.0,International Criminal Court,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,North Korea,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Texas,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,five,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,China,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,Great Britain,30 Sep 2004
,George W. Bush,LOCATION,2004.0,North Korea,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Peninsula,30 Sep 2004
,George W. Bush,LOCATION,2004.0,China,30 Sep 2004
,George W. Bush,LOCATION,2004.0,South Korea,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Japan,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Kim Jong Il,30 Sep 2004
,George W. Bush,LOCATION,2004.0,six,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iranian,30 Sep 2004
,George W. Bush,LOCATION,2004.0,France,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Germany,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Crawford,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Jiang Zemin,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Iran,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Clinton,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Germans,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Iran,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,North Korea,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,South Korea,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,two years,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,seven,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,Iran,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,British,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,The minute,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Kim Jong Il,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iran,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Germany,30 Sep 2004
,George W. Bush,LOCATION,2004.0,France,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Great Britain,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,Darfur,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,African,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Iran,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,10,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,United States Army,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,African,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,British,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,months ago,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,genocide,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,U.N.,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Ambassador,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,$ 200 million,30 Sep 2004
,George W. Bush,LOCATION,2004.0,African,30 Sep 2004
,George W. Bush,LOCATION,2004.0,a second,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Bashir,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Jack Danforth,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Union,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iran,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,the Sudan,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Liberia,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Union,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,commander,30 Sep 2004
,George W. Bush,ORGANIZATION,2004.0,20 years,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraq,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraqi,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Iraq,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,Iraq,30 Sep 2004
,John F. Kerry,ORGANIZATION,2004.0,Saddam Hussein,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Soviet,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Union,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,hundreds of millions of dollars,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,60,30 Sep 2004
,George W. Bush,LOCATION,2004.0,A.Q. Khan,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Pakistan,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Libya,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,four years,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,North Korea,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,13 years,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,North Korea,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,China,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Kim Jong Il,30 Sep 2004
,Jim Lehrer,LOCATION,2004.0,Putin,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Beslan,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Vladimir Putin,30 Sep 2004
29_2004,George W. Bush,PERSON,2004.0,Russia,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Western,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Vladimir,30 Sep 2004
,George W. Bush,NATIONALITY,2004.0,Vladimir,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,months,30 Sep 2004
29_2004,John F. Kerry,PERSON,2004.0,democracy,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,democracy,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,march,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Kim Jong Il,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,China,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Bob Smith,30 Sep 2004
,John F. Kerry,NATIONALITY,2004.0,$ 200 billion,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,Bush,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,commander,30 Sep 2004
,John F. Kerry,LOCATION,2004.0,the future,30 Sep 2004
,George W. Bush,LOCATION,2004.0,The next four years,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Iraq,30 Sep 2004
,George W. Bush,LOCATION,2004.0,Afghanistan,30 Sep 2004
,Quincy Howe,ORGANIZATION,1960.0,Quincy Howe,21 Oct 1960
,Quincy Howe,LOCATION,1960.0,ABC News,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Communists,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Eisenhower,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,the past,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,Khrushchev,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Soviet,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,fifty,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Eisenhower,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,the future,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,seven years before this Administration,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,thirty thousand,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,Eisenhower,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,four,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,1955,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,attack,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Formosa,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,1958,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Ambassador,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Marxist,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Communist,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Washington,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Havana,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,this summer,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Inter-American,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Iraqi,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,1970,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Communists,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Matsu,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,attack,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Pescadores,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,the last week,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Senate Foreign Relations Committee,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Assistant Secretary of State,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,twenty-five percent,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,General Assembly,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Middle East,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Africa,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,United Nations,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Soviet,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Europe,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Communist,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,China,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,South Africa,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,ninety,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,second,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Latin,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Castro,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Guinea,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Africa,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Asia,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,India,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Liberia,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,the next decade,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,six,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Brazil,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Havana,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,the last six weeks,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Brazil,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Castro,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,ten,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Middle East,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Communism,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,United Nations,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,two months,21 Oct 1960
,John F. Kennedy,RELIGION,1960.0,Communists,21 Oct 1960
,John F. Kennedy,RELIGION,1960.0,Guinea,21 Oct 1960
4_1960,Quincy Howe,PERSON,1960.0,four,21 Oct 1960
4_1960,Quincy Howe,PERSON,1960.0,Frank Singiser,21 Oct 1960
4_1960,Quincy Howe,PERSON,1960.0,ABC News,21 Oct 1960
4_1960,Quincy Howe,PERSON,1960.0,CBS News,21 Oct 1960
4_1960,Quincy Howe,PERSON,1960.0,NBC News,21 Oct 1960
,Quincy Howe,ORGANIZATION,1960.0,John Edwards,21 Oct 1960
,Quincy Howe,ORGANIZATION,1960.0,Walter Cronkite,21 Oct 1960
,Quincy Howe,ORGANIZATION,1960.0,John Chancellor,21 Oct 1960
,SINGISER,LOCATION,1960.0,Nixon,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Kennedy,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Cuba,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,United Nations,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,dictator,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Guatemalan,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,charter,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Organization of American States,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Kennedy,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Latin,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Castro,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Cuban,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,1948,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,Arbenz,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,one hundred percent,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,Kennedy,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Nixon,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Cuba,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Castro,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Colombia,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Castro,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Florida,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Latin,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,this week,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Eastern Europe,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Western Europe,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Canada,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Mexico,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Panama,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Bolivia,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,secretary of state,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,Nixon,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,secretary of state,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Kennedy,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,Eisenhower,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,eighty million dollars,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,a billion dollars,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Latin,21 Oct 1960
,CRONKITE,ORGANIZATION,1960.0,Kennedy,21 Oct 1960
,CRONKITE,LOCATION,1960.0,United States Information Agency,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,the last year,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Khrushchev,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,U.N.,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,Third,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,Eisenhower,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Soviet,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Kennedy,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Communist China,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Hungary,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,Gallup,21 Oct 1960
,Richard M. Nixon,NATIONALITY,1960.0,every night,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Union,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,fourteen years,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,fourth,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,George Allen,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Soviet,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,United Nations,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,two decades ago,21 Oct 1960
,CHANCELLOR,ORGANIZATION,1960.0,Washington,21 Oct 1960
,CHANCELLOR,LOCATION,1960.0,1961,21 Oct 1960
,CHANCELLOR,LOCATION,1960.0,Russians,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Soviet,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Britain,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Russians,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,once,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,1963,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Soviet,21 Oct 1960
4_1960,EDWARDS,PERSON,1960.0,Kennedy,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Now this may,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,secretary of state,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Camp,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Soviet,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Union,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,general,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Soviet,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Union,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,ten years ago,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,February,21 Oct 1960
,CRONKITE,LOCATION,1960.0,Soviet,21 Oct 1960
,CRONKITE,LOCATION,1960.0,Union,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Communists,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Lincoln,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Wilson,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,this year,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Soviet,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Africa,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Eastern Europe,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Hungarian,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Union,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Russia,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,India,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,the last ten years,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Latin,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,Poland,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,China,21 Oct 1960
,John F. Kennedy,RELIGION,1960.0,Africa,21 Oct 1960
,John F. Kennedy,RELIGION,1960.0,Communists,21 Oct 1960
,John F. Kennedy,RELIGION,1960.0,independent,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,Poland,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,six hours,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Soviet,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Africa,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,leader,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Union,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,a billion dollars,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Poland,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,Latin,21 Oct 1960
,Richard M. Nixon,RELIGION,1960.0,Soviet,21 Oct 1960
,Richard M. Nixon,RELIGION,1960.0,independent,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,attack,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Admiral,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Radford,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Robertson,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,General,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Herter,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,Formosa,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,1958,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Senate Foreign Relations Committee,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,fifty-nine,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,attack,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,General,21 Oct 1960
4_1960,John F. Kennedy,PERSON,1960.0,the future,21 Oct 1960
,John F. Kennedy,ORGANIZATION,1960.0,leader,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Tennessee,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,time,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,this year,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Republican party,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,revolutionary,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Africa,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Latin,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,second,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Europe,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,fifty-four,21 Oct 1960
,John F. Kennedy,LOCATION,1960.0,Roosevelt,21 Oct 1960
,John F. Kennedy,NATIONALITY,1960.0,1960,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,right now,21 Oct 1960
4_1960,Richard M. Nixon,PERSON,1960.0,the past,21 Oct 1960
,Richard M. Nixon,ORGANIZATION,1960.0,Eisenhower,21 Oct 1960
,Richard M. Nixon,LOCATION,1960.0,last seven and a half years,21 Oct 1960
