ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T200,Premise,22254,22308,Bill Clinton tried the approach that I'm talking about,37_2012,36,0
T201,Premise,22310,22340,We created 23 million new jobs,37_2012,36,1
T202,Premise,22342,22373,We went from deficit to surplus,37_2012,36,2
T203,Premise,22379,22403,businesses did very well,37_2012,36,3
T204,Premise,22409,22520,"in some ways, we've got some data on which approach is more likely to create jobs and opportunity for Americans",37_2012,36,4
T205,Claim,22525,22660,I believe that the economy works best when middle-class families are getting tax breaks so that they've got some money in their pockets,37_2012,36,4
T206,Claim,22666,22854,"those of us who have done extraordinarily well because of this magnificent country that we live in, that we can afford to do a little bit more to make sure we're not blowing up the deficit",37_2012,36,4
T207,Claim,23259,23300,I'm not in favor of a $5 trillion tax cut,37_2012,40,1
T208,Claim,23302,23320,That's not my plan,37_2012,40,2
T209,Claim,23322,23393,My plan is not to put in place any tax cut that will add to the deficit,37_2012,40,3
T210,Claim,23475,23493,that's not my plan,37_2012,40,5
T211,Claim,23531,23584,My plan is not like anything that's been tried before,37_2012,40,7
T212,Claim,23586,23616,My plan is to bring down rates,37_2012,40,8
T213,Claim,23622,23773,"also bring down deductions and exemptions and credits at the same time so the revenue stays in, but that we bring down rates to get more people working",37_2012,40,8
T214,Claim,23776,23829,My priority is putting people back to work in America,37_2012,40,9
T215,Premise,23831,23864,They're suffering in this country,37_2012,40,10
T216,Claim,24281,24386,Going forward with the status quo is not going to cut it for the American people who are struggling today,37_2012,40,16
T217,Premise,23894,23937,Look at the evidence of the last four years,37_2012,40,12
T218,Premise,23939,23968,It's absolutely extraordinary,37_2012,40,13
T219,Premise,23970,24053,We've got 23 million people out of work or stopped looking for work in this country,37_2012,40,14
T220,Premise,24055,24153,"It's just -- it's -- we've got -- when the president took office, 32 million people on food stamps",37_2012,40,15
T221,Premise,24155,24278,"47 million on food stamps today; economic growth this year slower than last year, and last year slower than the year before",37_2012,40,15
T222,Claim,24965,25004,I think it's not just an economic issue,37_2012,42,2
T223,Claim,25006,25032,I think it's a moral issue,37_2012,42,2
T224,Claim,25034,25132,"I think it's, frankly, not moral for my generation to keep spending massively more than we take in",37_2012,42,3
T225,Premise,25134,25282,knowing those burdens are going to be passed on to the next generation and they're going to be paying the interest and the principal all their lives,37_2012,42,3
T226,Claim,25288,25362,"the amount of debt we're adding, at a trillion a year, is simply not moral",37_2012,42,4
T227,Claim,25398,25461,"mathematically, there are three ways that you can cut a deficit",37_2012,42,6
T228,Premise,25463,25496,"One, of course, is to raise taxes",37_2012,42,7
T229,Premise,25498,25527,Number two is to cut spending,37_2012,42,8
T230,Claim,26634,26773,I'll take programs that are currently good programs but I think could be run more efficiently at the state level and send them to the state,37_2012,44,9
T231,Claim,26799,26913,"I'll make government more efficient and to cut back the number of employees, combine some agencies and departments",37_2012,45,0
T232,Claim,26915,26957,My cutbacks will be done through attrition,37_2012,45,1
T233,Premise,25533,25562,number is to grow the economy,37_2012,42,9
T234,Premise,25572,25673,"if more people work in a growing economy, they're paying taxes, and you can get the job done that way",37_2012,42,9
T235,Claim,25676,25736,The presidents would -- president would prefer raising taxes,37_2012,42,10
T236,Premise,25752,25823,The problem with raising taxes is that it slows down the rate of growth,37_2012,42,12
T237,Claim,25829,25867,you could never quite get the job done,37_2012,42,13
T238,Claim,25869,25940,I want to lower spending and encourage economic growth at the same time,37_2012,42,14
T239,Claim,26002,26148,"I will eliminate all programs by this test, if they don't pass it: Is the program so critical it's worth borrowing money from China to pay for it?",37_2012,42,16
T240,Claim,26153,26179,"if not, I'll get rid of it",37_2012,42,17
T241,Premise,26181,26203,Obamacare's on my list,37_2012,42,18
T242,Claim,26328,26348,I'll get rid of that,37_2012,44,2
T243,Claim,26366,26402,I'm going to stop the subsidy to PBS,37_2012,44,3
T244,Claim,26404,26434,I'm going to stop other things,37_2012,44,4
T245,Claim,26513,26600,I'm not going to keep on spending money on things to borrow money from China to pay for,37_2012,44,7
T246,Claim,26971,27043,This is the approach we have to take to get America to a balanced budget,37_2012,45,2
T247,Premise,27046,27093,The president said he'd cut the deficit in half,37_2012,45,3
T248,Premise,27095,27123,"Unfortunately, he doubled it",37_2012,45,4
T249,Premise,27125,27173,Trillion-dollar deficits for the last four years,37_2012,45,5
T250,Premise,27175,27300,The president's put it in place as much public debt -- almost as much debt held by the public as al prior presidents combined,37_2012,45,6
T251,Premise,27348,27437,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me",37_2012,47,0
T252,Claim,27443,27642,we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis,37_2012,47,1
T253,Premise,27791,27897,"what we've also said is, let's make sure that we are cutting out those things that are not helping us grow",37_2012,47,2
T254,Premise,27648,27785,"despite that, what we've said is, yes, we had to take some initial emergency measures to make sure we didn't slip into a Great Depression",37_2012,47,2
T255,Premise,27903,28127,"77 government programs, everything from aircrafts that the Air Force had ordered but weren't working very well, 18 government -- 18 government programs for education that were well-intentioned, not weren't helping kids learn",37_2012,47,3
T256,Premise,28129,28325,"we went after medical fraud in Medicare and Medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system",37_2012,47,3
T257,Premise,28332,28438,I worked with Democrats and Republicans to cut a trillion dollars out of our discretionary domestic budget,37_2012,47,4
T258,Premise,28440,28523,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower,37_2012,47,5
T259,Claim,28548,28568,we've got to do more,37_2012,47,6
T260,Claim,28577,28639,I've put forward a specific $4 trillion deficit reduction plan,37_2012,47,7
T261,Premise,28641,28658,It's on a website,37_2012,47,8
T262,Premise,28660,28736,"You can look at all the numbers, what cuts we make and what revenue we raise",37_2012,47,9
T263,Premise,28743,28970,"the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit",37_2012,47,10
T264,Premise,28972,29035,Governor Romney earlier mentioned the Bowles-Simpson commission,37_2012,47,11
T265,Premise,29043,29225,"that's how the commission -- bipartisan commission that talked about how we should move forward suggested we have to do it, in a balanced way with some revenue and some spending cuts",37_2012,47,12
T266,Premise,29378,29545,"when Governor Romney stood on a stage with other Republican candidates for the nomination and he was asked, would you take $10 of spending cuts for just $1 of revenue?",37_2012,47,15
T267,Premise,29550,29560,he said no,37_2012,47,16
T268,Claim,29568,29693,"if you take such an unbalanced approach, then that means you are going to be gutting our investments in schools and education",37_2012,47,17
T269,Premise,29695,29724;29754,It means that Governor Romney talked about Medicaid and how we could send it back to the states,37_2012,-1,-1
T270,Claim,29825,29968,"effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities",37_2012,48,0
T271,Claim,30024,30075,that is not a right strategy for us to move forward,37_2012,50,0
T272,Claim,30213,30267,"Simpson-Bowles, the president should have grabbed that",37_2012,54,0
T273,Claim,30330,30348,I have my own plan,37_2012,56,0
T274,Premise,30350,30386,It's not the same as Simpson- Bowles,37_2012,56,1
T275,Claim,30392,30440,"in my view, the president should have grabbed it",37_2012,56,2
T276,Claim,30442,30525,"If you wanted to make some adjustments to it, take it, go to Congress, fight for it",37_2012,56,3
T277,Claim,30535,30662,"That's what we've done, made some adjustments to it, and we're putting it forward before Congress right now, a $4 trillion plan",37_2012,57,0
T278,Premise,30756,30788,You've been president four years,37_2012,59,0
T279,Premise,30790,30828,You said you'd cut the deficit in half,37_2012,59,1
T280,Premise,30830,30855,It's now four years later,37_2012,59,2
T281,Premise,30857,30895,We still have trillion-dollar deficits,37_2012,59,3
T282,Premise,30897,30974,The CBO says we'll have a trillion-dollar deficit each of the next four years,37_2012,59,4
T283,Claim,30976,31033,"If you're re-elected, we'll get to a trillion-dollar debt",37_2012,59,5
T284,Premise,31052,31102,you have said before you'd cut the deficit in half,37_2012,60,0
T285,Premise,31116,31155,I love this idea of $4 trillion in cuts,37_2012,60,1
T286,Premise,31157,31292,"You found $4 trillion of ways to reduce or to get closer to a balanced budget, except we still show trillion-dollar deficits every year",37_2012,60,2
T287,Claim,31294,31323,That doesn't get the job done,37_2012,60,3
T288,Premise,31478,31704,"You said, ""Look, I'm going to extend the tax policies that we have now; I'm not going to raise taxes on anyone, because when the economy is growing slow like this, when we're in recession, you shouldn't raise taxes on anyone.""",37_2012,60,7
T289,Premise,31712,31745,the economy is still growing slow,37_2012,60,8
T290,Premise,31768,31835,it's growing much more slowly now than when you made that statement,37_2012,60,9
T291,Claim,31875,31919,you just don't want to raise taxes on people,37_2012,60,10
T292,Premise,31844,31873,if you believe the same thing,37_2012,60,10
T293,Claim,31925,31968,the reality is it's not just wealthy people,37_2012,60,11
T294,Premise,31972,31998,you mentioned Donald Trump,37_2012,60,11
T295,Claim,32000,32040,It's not just Donald Trump you're taxing,37_2012,60,12
T296,Claim,32042,32117,It's all those businesses that employ one-quarter of the workers in America,37_2012,60,13
T297,Premise,32119,32171,these small businesses that are taxed as individuals,37_2012,60,13
T298,Claim,32174,32207,You raise taxes and you kill jobs,37_2012,60,14
T299,Premise,32220,32307,"the National Federation of Independent Businesses said your plan will kill 700,000 jobs",37_2012,60,15
T300,Claim,32309,32354,I don't want to kill jobs in this environment,37_2012,60,16
T301,Claim,33579,33629,"we've got to take a balanced, responsible approach",37_2012,70,0
T302,Premise,33561,33577,if we're serious,37_2012,70,0
T303,Claim,32654,32697,There has to be revenue in addition to cuts,37_2012,66,0
T304,Premise,32704,32741,Governor Romney has ruled out revenue,37_2012,66,1
T305,Premise,32743,32765,He's ruled out revenue,37_2012,66,2
T306,Claim,32789,32799,Absolutely,37_2012,67,0
T307,Premise,32828,32910,"the revenue I get is by more people working, getting higher pay, paying more taxes",37_2012,68,0
T308,Claim,32912,32966,That's how we get growth and how we balance the budget,37_2012,68,1
T309,Claim,32972,33059,"the idea of taxing people more, putting more people out of work, you'll never get there",37_2012,68,2
T310,Claim,33061,33109,You'll never balance the budget by raising taxes,37_2012,68,3
T311,Premise,33120,33180,Spain spends 42 percent of their total economy on government,37_2012,68,4
T312,Premise,33182,33240,We're now spending 42 percent of our economy on government,37_2012,68,5
T313,Claim,33242,33283,I don't want to go down the path to Spain,37_2012,68,6
T314,Claim,33285,33399,I want to go down the path of growth that puts Americans to work with more money coming in because they're working,37_2012,68,7
T315,Claim,33738,33846,"I've identified areas where we can, right away, make a change that I believe would actually help the economy",37_2012,70,3
T316,Claim,33647,33697,this is not just when it comes to individual taxes,37_2012,70,1
T317,Claim,33699,33731,Let's talk about corporate taxes,37_2012,70,2
T318,Premise,33849,33909,The oil industry gets $4 billion a year in corporate welfare,37_2012,70,4
T319,Premise,33911,34016,"Basically, they get deductions that those small businesses that Governor Romney refers to, they don't get",37_2012,70,5
T320,Premise,34024,34139,"does anybody think that ExxonMobil needs some extra money, when they're making money every time you go to the pump?",37_2012,70,6
T321,Premise,34140,34179,Why wouldn't we want to eliminate that?,37_2012,70,7
T322,Premise,34180,34236,Why wouldn't we eliminate tax breaks for corporate jets?,37_2012,70,8
T323,Claim,34253,34356,"if you got a corporate jet, you can probably afford to pay full freight, not get a special break for it",37_2012,70,9
T324,Claim,34587,34614,I want to do the same thing,37_2012,70,11
T325,Claim,34620,34663,I've actually identified how we can do that,37_2012,70,11
T326,Premise,34359,34578,"When it comes to corporate taxes, Governor Romney has said he wants to, in a revenue neutral way, close loopholes, deductions -- he hasn't identified which ones they are -- but that thereby bring down the corporate rate",37_2012,70,10
T327,Claim,34669,34764,part of the way to do it is to not give tax breaks to companies that are shipping jobs overseas,37_2012,70,12
T328,Premise,34767,34839,"Right now, you can actually take a deduction for moving a plant overseas",37_2012,70,13
T329,Claim,34841,34897,I think most Americans would say that doesn't make sense,37_2012,70,14
T330,Premise,34903,34926,all that raises revenue,37_2012,70,15
T331,Claim,34968,35027;35079,what that then allows us to do is also to help young people make sure that they can afford to go to college,37_2012,-1,-1
T332,Premise,35029,35077,the way we already have during my administration,37_2012,70,16
T333,Premise,34936,34966,if we take a balanced approach,37_2012,70,16
T334,Premise,35137,35265,"It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me -- she's got 42 kids in her class",37_2012,71,0
T335,Premise,35267,35370,"The first two weeks she's got them, some of them sitting on the floor until finally they get reassigned",37_2012,71,1
T336,Premise,35372,35418,They're using text books that are 10 years old,37_2012,71,2
T337,Claim,35420,35451,That is not a recipe for growth,37_2012,71,3
T338,Premise,35453,35485,That's not how America was built,37_2012,71,4
T339,Claim,35494,35517,budgets reflect choices,37_2012,71,5
T340,Premise,35532,35574,we're going to have to make some decisions,37_2012,71,6
T341,Claim,35633,35679,we've got to get rid of a whole bunch of stuff,37_2012,71,7
T342,Premise,35580,35610,if we're asking for no revenue,37_2012,71,7
T343,Claim,35686,35851,"the magnitude of the tax cuts that you're talking about, Governor, would end up resulting in severe hardship for people, but more importantly, would not help us grow",37_2012,71,8
T344,Premise,35854,36004,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time",37_2012,71,9
T345,Premise,36022,36110,"that may not seem like a big deal when it just is, you know, numbers on a sheet of paper",37_2012,71,10
T346,Claim,36209,36229,that's a big problem,37_2012,71,10
T347,Premise,36116,36207,if we're talking about a family who's got an autistic kid and is depending on that Medicaid,37_2012,71,10
T348,Premise,36236,36258,governors are creative,37_2012,71,11
T349,Premise,36260,36285,There's no doubt about it,37_2012,71,12
T350,Claim,36291,36382,they're not creative enough to make up for 30 percent of revenue on something like Medicaid,37_2012,71,13
T351,Claim,36384,36445,What ends up happening is some people end up not getting help,37_2012,71,14
T352,Claim,36937,36956,It's time to end it,37_2012,75,0
T353,Claim,37776,37823,this is not the kind of policy you want to have,37_2012,77,5
T354,Premise,37824,37864,if you want to get America energy secure,37_2012,77,5
T355,Claim,38113,38192,the idea that you get a break for shipping jobs overseas is simply not the case,37_2012,79,0
T356,Premise,36733,36821,the Department of Energy has said the tax break for oil companies is $2.8 billion a year,37_2012,74,2
T357,Premise,36827,36919,"it's actually an accounting treatment, as you know, that's been in place for a hundred years",37_2012,74,3
T358,Claim,37182,37267,"this $2.8 billion goes largely to small companies, to drilling operators and so forth",37_2012,76,3
T359,Premise,36971,37044,"in one year, you provided $90 billion in breaks to the green energy world",37_2012,76,0
T360,Premise,37051,37141,"I like green energy as well, but that's about 50 years' worth of what oil and gas receives",37_2012,76,1
T361,Premise,37294,37391,"if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table",37_2012,77,0
T362,Premise,37393,37420,Of course it's on the table,37_2012,77,1
T363,Premise,37422,37495,That's probably not going to survive you get that rate down to 25 percent,37_2012,77,2
T364,Premise,37501,37640,"don't forget, you put $90 billion, like 50 years' worth of breaks, into -- into solar and wind, to Solyndra and Fisker and Tester and Ener1",37_2012,77,3
T365,Premise,37867,37950,"The second topic, which is you said you get a deduction for taking a plant overseas",37_2012,77,6
T366,Premise,37958,37992,I've been in business for 25 years,37_2012,77,7
T367,Premise,37994,38034,I have no idea what you're talking about,37_2012,77,8
T368,Claim,38261,38319,I'd like to bring money from overseas back to this country,37_2012,80,0
T369,Claim,38417,38654,"I would like to take the Medicaid dollars that go to states and say to a state, you're going to get what you got last year, plus inflation, plus 1 percent, and then you're going to manage your care for your poor in the way you think best",37_2012,80,2
T370,Premise,38661,38806,"I remember, as a governor, when this idea was floated by Tommy Thompson, the governors -- Republican and Democrats -- said, please let us do that",37_2012,80,3
T371,Premise,38808,38947,We can care for our own poor in so much better and more effective a way than having the federal government tell us how to care for our poor,37_2012,80,4
T372,Premise,38974,39086,one of the magnificent things about this country is the whole idea that states are the laboratories of democracy,37_2012,80,5
T373,Claim,39088,39229,Don't have the federal government tell everybody what kind of training programs they have to have and what kind of Medicaid they have to have,37_2012,80,6
T374,Claim,39231,39249,Let states do this,37_2012,80,7
T375,Premise,39269,39359,"if a state gets in trouble, well, we can step in and see if we can find a way to help them",37_2012,80,8
T376,Claim,39414,39523,"the right approach is one which relies on the brilliance of our people and states, not the federal government",37_2012,82,0
T377,Claim,39877,39950,"I suspect that, on Social Security, we've got a somewhat similar position",37_2012,86,0
T378,Premise,39952,39989,Social Security is structurally sound,37_2012,86,1
T379,Claim,39991,40101,It's going to have to be tweaked the way it was by Ronald Reagan and Speaker -- Democratic Speaker Tip O'Neill,37_2012,86,2
T380,Premise,40116,40144,the basic structure is sound,37_2012,86,3
T381,Claim,40264,40311,that's the big driver of our deficits right now,37_2012,86,4
T382,Claim,40933,41009,that's the perspective I bring when I think about what's called entitlements,37_2012,86,14
T383,Claim,40712,40791,the reason she could be independent was because of Social Security and Medicare,37_2012,86,12
T384,Premise,40793,40926,"She had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go",37_2012,86,13
T385,Premise,40670,40705,she ended up living alone by choice,37_2012,86,11
T386,Premise,40534,40555,She worked her way up,37_2012,86,10
T387,Premise,40557,40664,"only had a high school education, started as a secretary, ended up being the vice president of a local bank",37_2012,86,10
T388,Premise,40504,40532,she was fiercely independent,37_2012,86,9
T389,Premise,40437,40498,My grandmother died three days before I was elected president,37_2012,86,8
T390,Premise,40403,40435,My grandfather died a while back,37_2012,86,7
T391,Premise,40382,40401,My grandparents did,37_2012,86,6
T392,Premise,40314,40380,"You know, my grandmother -- some of you know -- helped to raise me",37_2012,86,5
T393,Premise,41021,41096,the name itself implies some sense of dependency on the part of these folks,37_2012,86,15
T394,Premise,41098,41153,"These are folks who've worked hard, like my grandmother",37_2012,86,16
T395,Premise,41159,41222,there are millions of people out there who are counting on this,37_2012,86,16
T396,Claim,41958,42038,the way for us to deal with Medicare in particular is to lower health care costs,37_2012,87,4
T397,Claim,42085,42192,you don't need a major structural change in order to make sure that Social Security is there for the future,37_2012,87,5
T398,Premise,41783,41952,we were also able to make a -- make a significant dent in providing them the kind of preventive care that will ultimately save money through the -- throughout the system,37_2012,87,3
T399,Premise,41671,41777,"using that money, we were actually able to lower prescription drug costs for seniors by an average of $600",37_2012,87,3
T400,Premise,41510,41665,$716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we weren't overpaying providers,37_2012,87,2
T401,Premise,41315,41508,"in Medicare, what we did was we said, we are going to have to bring down the costs if we're going to deal with our long-term deficits, but to do that, let's look where some of the money's going",37_2012,87,1
T402,Claim,41236,41310,"my approach is to say, how do we strengthen the system over the long term?",37_2012,87,0
T403,Claim,42381,42521,"anytime we talk about entitlements, people become concerned that something's going to happen that's going to change their life for the worse",37_2012,89,0
T404,Premise,42332,42368,our seniors depend on these programs,37_2012,89,0
T405,Claim,42541,42675,"neither the president nor I are proposing any changes for any current retirees or near retirees, either to Social Security or Medicare",37_2012,89,1
T406,Claim,42680,42752,"if you're 60 or around 60 or older, you don't need to listen any further",37_2012,89,2
T407,Claim,42759,42839,"for younger people, we need to talk about what changes are going to be occurring",37_2012,89,3
T408,Claim,42893,42979,I was wrong when I said the president isn't proposing any changes for current retirees,37_2012,89,5
T409,Premise,42981,43006,In fact he is on Medicare,37_2012,89,6
T410,Premise,43008,43035,On Social Security he's not,37_2012,89,7
T411,Premise,43042,43119,"on Medicare, for current retirees, he's cutting $716 billion from the program",37_2012,89,8
T412,Premise,43126,43175,he says by not overpaying hospitals and providers,37_2012,89,9
T413,Premise,43186,43320,"just going to them and saying, ""We're going to reduce the rates you get paid across the board, everybody's going to get a lower rate.""",37_2012,89,10
T414,Claim,43321,43375,That's not just going after places where there's abuse,37_2012,89,11
T415,Claim,43377,43414,That's saying we're cutting the rates,37_2012,89,12
T416,Premise,43416,43528,Some 15 percent of hospitals and nursing homes say they won't take anymore Medicare patients under that scenario,37_2012,89,13
T417,Premise,43531,43612,We also have 50 percent of doctors who say they won't take more Medicare patients,37_2012,89,14
T418,Claim,43623,43703,we have 4 million people on Medicare Advantage that will lose Medicare Advantage,37_2012,89,15
T419,Premise,43704,43741,because of those $716 billion in cuts,37_2012,89,15
T420,Premise,43842,43937,"you point out, well, we're putting some back. We're going to give a better prescription program",37_2012,89,-1
T421,Premise,43939,43986,That's $1 -- that's $1 for every $15 you've cut,37_2012,89,19
T422,Premise,43988,44040,They're smart enough to know that's not a good trade,37_2012,89,20
T423,Claim,44043,44116,I want to take that $716 billion you've cut and put it back into Medicare,37_2012,89,21
T424,Claim,44130,44192,we can include a prescription program if we need to improve it,37_2012,89,22
T425,Claim,44199,44329,"the idea of cutting $716 billion from Medicare to be able to balance the additional cost of Obamacare is, in my opinion, a mistake",37_2012,89,23
T426,Claim,44336,44479,"with regards to young people coming along, I've got proposals to make sure Medicare and Social Security are there for them without any question",37_2012,89,24
T427,Claim,44528,44641,I think it's important for Governor Romney to present this plan that he says will only affect folks in the future,37_2012,91,0
T428,Claim,44647,44725,the essence of the plan is that you would turn Medicare into a voucher program,37_2012,91,1
T429,Premise,44727,44754,It's called premium support,37_2012,91,2
T430,Premise,44760,44799,it's understood to be a voucher program,37_2012,91,2
T431,Claim,44867,44874,I don't,37_2012,93,0
T432,Premise,45126,45333,"The idea, which was originally presented by Congressman Ryan, your running mate, is that we would give a voucher to seniors and they could go out in the private marketplace and buy their own health insurance",37_2012,97,1
T433,Claim,45455,45509,"this would cost the average senior about $6,000 a year",37_2012,97,2
T434,Premise,45356,45431,because the voucher wouldn't necessarily keep up with health care inflation,37_2012,97,2
T435,Premise,45517,45615,"in fairness, what Governor Romney has now said is he'll maintain traditional Medicare alongside it",37_2012,97,3
T436,Claim,45621,45644,there's still a problem,37_2012,97,4
T437,Premise,45654,45772,"what happens is, those insurance companies are pretty clever at figuring out who are the younger and healthier seniors",37_2012,97,4
T438,Premise,45774,45838,"They recruit them, leaving the older, sicker seniors in Medicare",37_2012,97,5
T439,Premise,45844,45969,"every health care economist that looks at it says, over time, what'll happen is the traditional Medicare system will collapse",37_2012,97,6
T440,Claim,46155,46201,I don't think vouchers are the right way to go,37_2012,98,1
T441,Premise,45989,46149,what you've got is folks like my grandmother at the mercy of the private insurance system precisely at the time when they are most in need of decent health care,37_2012,98,0
T442,Claim,46207,46244,this is not my own -- only my opinion,37_2012,98,2
T443,Premise,46246,46380,"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years",37_2012,98,3
T444,Premise,46382,46415,Benefits were not affected at all,37_2012,98,4
T445,Premise,46421,46524,"ironically, if you repeal Obamacare, and I have become fond of this term, ""Obamacare,"" if you repeal it",37_2012,98,5
T446,Claim,46542,46620,those seniors right away are going to be paying $600 more in prescription care,37_2012,98,5
T447,Claim,46622,46715,They're now going to have to be paying copays for basic checkups that can keep them healthier,37_2012,98,6
T448,Claim,46722,46784,the primary beneficiary of that repeal are insurance companies,37_2012,98,7
T449,Premise,46785,46882,that are estimated to gain billions of dollars back when they aren't making seniors any healthier,37_2012,98,7
T450,Claim,46888,47001,I don't think that's the right approach when it comes to making sure that Medicare is stronger over the long term,37_2012,98,8
T451,Claim,47143,47221,What I support is no change for current retirees and near-retirees to Medicare,37_2012,100,0
T452,Claim,47227,47289,the president supports taking $716 billion out of that program,37_2012,100,1
T453,Claim,47397,47584,"for people coming along that are young, what I do to make sure that we can keep Medicare in place for them is to allow them either to choose the current Medicare program or a private plan",37_2012,102,1
T454,Claim,47627,47699,they'll have at least two plans that will be entirely at no cost to them,37_2012,102,3
T455,Premise,47704,47765,"they don't have to pay additional money, no additional $6,000",37_2012,102,4
T456,Claim,47767,47793,That's not going to happen,37_2012,102,5
T457,Claim,47795,47826,They'll have at least two plans,37_2012,102,6
T458,Claim,47972,48061,people will be happy to get traditional Medicare or they'll be able to get a private plan,37_2012,103,0
T459,Premise,47854,47970,if the government can be as efficient as the private sector and offer premiums that are as low as the private sector,37_2012,103,0
T460,Claim,48063,48115,I know my own view is I'd rather have a private plan,37_2012,103,1
T461,Claim,48200,48247,I'd rather be able to have an insurance company,37_2012,103,3
T462,Premise,48117,48198,I'd just assume not have the government telling me what kind of health care I get,37_2012,103,2
T463,Premise,48249,48331,"If I don't like them, I can get rid of them and find a different insurance company",37_2012,103,4
T464,Claim,48416,48479,We have to have the benefits high for those that are low income,37_2012,103,7
T465,Claim,48485,48560,"for higher income people, we're going to have to lower some of the benefits",37_2012,103,7
T466,Claim,48562,48622,We have to make sure this program is there for the long term,37_2012,103,8
T467,Claim,48624,48661,That's the plan that I've put forward,37_2012,103,9
T468,Premise,48680,48871,"the idea came not even from Paul Ryan or -- or Senator Wyden, who's the co-author of the bill with -- with Paul Ryan in the Senate, but also it came from Bill -- Bill Clinton's chief of staff",37_2012,103,10
T469,Premise,48873,48919,This is an idea that's been around a long time,37_2012,103,11
T470,Premise,48921,49087,"which is saying, hey, let's see if we can't get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality",37_2012,103,11
T471,Premise,49089,49113,I believe in competition,37_2012,103,12
T472,Premise,49187,49281,every study has shown that Medicare has lower administrative costs than private insurance does,37_2012,104,0
T473,Claim,49296,49338,seniors are generally pretty happy with it,37_2012,104,0
T474,Premise,49344,49382,private insurers have to make a profit,37_2012,104,1
T475,Premise,49384,49407,Nothing wrong with that,37_2012,104,2
T476,Premise,49409,49428,That's what they do,37_2012,104,3
T477,Claim,49660,49760,"when you move to a voucher system, you are putting seniors at the mercy of those insurance companies",37_2012,104,6
T478,Claim,49437,49503,"you've got higher administrative costs, plus profit on top of that",37_2012,104,4
T479,Claim,49617,49653,the money has to come from somewhere,37_2012,104,5
T480,Premise,49509,49584,if you are going to save any money through what Governor Romney's proposing,37_2012,104,5
T481,Claim,49766,49848,"over time, if traditional Medicare has decayed or fallen apart, then they're stuck",37_2012,104,7
T482,Premise,49855,49942,this is the reason why AARP has said that your plan would weaken Medicare substantially,37_2012,104,8
T483,Premise,49948,50008,that's why they were supportive of the approach that we took,37_2012,104,9
T484,Claim,50042,50120,"We do have to lower the cost of health care, not just in Medicare and Medicaid",37_2012,104,11
T485,Premise,50637,50734,The president said that the government can provide the service at lower cost and without a profit,37_2012,116,0
T486,Claim,50765,50849,"If that's the case, then it will always be the best product that people can purchase",37_2012,118,0
T487,Premise,50915,51009,my experience the private sector typically is able to provide a better product at a lower cost,37_2012,120,0
T488,Claim,51619,51642,Regulation is essential,37_2012,127,0
T489,Claim,51895,51960,you have to have regulations so that you can have an economy work,37_2012,127,5
T490,Claim,51644,51706,You can't have a free market work if you don't have regulation,37_2012,127,1
T491,Premise,51708,51776,"As a businessperson, I had to have -- I need to know the regulations",37_2012,127,2
T492,Premise,51778,51797,I needed them there,37_2012,127,3
T493,Premise,51799,51885,You couldn't have people opening up banks in their -- in their garage and making loans,37_2012,127,4
T494,Premise,51962,52000,Every free economy has good regulation,37_2012,127,6
T495,Claim,52020,52051,regulation can become excessive,37_2012,127,7
T496,Claim,52106,52125,"In some places, yes",37_2012,129,0
T497,Claim,52127,52143,"Other places, no",37_2012,129,1
T498,Premise,52192,52217,it can become out of date,37_2012,131,0
T499,Claim,52223,52395,"what's happened with some of the legislation that's been passed during the president's term, you've seen regulation become excessive, and it's hurt -- it's hurt the economy",37_2012,131,1
T500,Premise,52397,52423,Let me give you an example,37_2012,131,2
T501,Premise,52425,52446,Dodd-Frank was passed,37_2012,131,3
T502,Premise,52452,52574,it includes within it a number of provisions that I think has some unintended consequences that are harmful to the economy,37_2012,131,4
T503,Premise,52576,52695,"One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government",37_2012,131,5
T504,Premise,52697,52778,This is the biggest kiss that's been given to -- to New York banks I've ever seen,37_2012,131,6
T505,Claim,52780,52813,This is an enormous boon for them,37_2012,131,7
T506,Premise,52815,52888,There've been 122 community and small banks have closed since Dodd- Frank,37_2012,131,8
T507,Claim,53007,53036,I would repeal and replace it,37_2012,133,0
T508,Claim,53038,53082,We're not going to get rid of all regulation,37_2012,133,1
